"","FIPS","State","Year","n","total_n","power"
"359",NA,"Iowa",1950,2625000,151870000,1.72845196549681
"360",NA,"Iowa",1960,2756000,179972000,1.53134932100549
"361",NA,"Iowa",1970,2825368,203302031,1.38973919055437
"362",NA,"Iowa",1980,2913808,226545805,1.28618934259233
"363",NA,"Iowa",1990,2779769,249464396,1.11429488318646
"364",NA,"Iowa",2000,2869413,272690813,1.05225877191543
"365",NA,"Kansas",1913,1663000,97499636,1.70564739339129
"366",NA,"Kansas",1920,1769000,106773917,1.65677166268987
"367",NA,"Kansas",1930,1883000,123502578,1.52466452967484
"368",NA,"Kansas",1940,1788000,132450294,1.34994037838829
"369",NA,"Kansas",1950,1916000,151870000,1.26160532033976
"370",NA,"Kansas",1960,2183000,179972000,1.21296646144956
"371",NA,"Kansas",1970,2249071,203302031,1.10627079765868
"372",NA,"Kansas",1980,2363679,226545805,1.0433558899932
"373",NA,"Kansas",1990,2480683,249464396,0.994403626239313
"374",NA,"Kansas",2000,2654052,272690813,0.973282513921729
"375",NA,"Kentucky",1913,2374000,97499636,2.43488088509377
"376",NA,"Kentucky",1920,2421000,106773917,2.26740768534323
"377",NA,"Kentucky",1930,2623000,123502578,2.1238423055428
"378",NA,"Kentucky",1940,2859000,132450294,2.15854560504033
"379",NA,"Kentucky",1950,2936000,151870000,1.93323236978995
"380",NA,"Kentucky",1960,3041000,179972000,1.68970728780032
"381",NA,"Kentucky",1970,3220711,203302031,1.5842001106226
"382",NA,"Kentucky",1980,3660777,226545805,1.61591030123025
"383",NA,"Kentucky",1990,3692584,249464396,1.48020481447781
"384",NA,"Kentucky",2000,3960825,272690813,1.45249667798673
"385",NA,"Louisiana",1913,1727000,97499636,1.77128866409306
"386",NA,"Louisiana",1920,1813000,106773917,1.6979802286358
"387",NA,"Louisiana",1930,2105000,123502578,1.70441786243523
"388",NA,"Louisiana",1940,2370000,132450294,1.78935050155495
"389",NA,"Louisiana",1950,2697000,151870000,1.77586093369329
"390",NA,"Louisiana",1960,3260000,179972000,1.81139288333741
"391",NA,"Louisiana",1970,3644637,203302031,1.79272040818913
"392",NA,"Louisiana",1980,4205900,226545805,1.85653404617225
"393",NA,"Louisiana",1990,4219179,249464396,1.69129505759211
"394",NA,"Louisiana",2000,4372035,272690813,1.60329383740552
"395",NA,"Maine",1913,763000,97499636,0.782567024147659
"396",NA,"Maine",1920,771000,106773917,0.722086462370768
"397",NA,"Maine",1930,800000,123502578,0.647759757695099
"398",NA,"Maine",1940,849000,132450294,0.640995179670949
"399",NA,"Maine",1950,917000,151870000,0.603805886613551
"400",NA,"Maine",1960,975000,179972000,0.541750939034961
"401",NA,"Maine",1970,993722,203302031,0.488790985073828
"402",NA,"Maine",1980,1124660,226545805,0.496438236850159
"403",NA,"Maine",1990,1231296,249464396,0.493575844787085
"404",NA,"Maine",2000,1253040,272690813,0.459509429824466
"405",NA,"Maryland",1913,1368000,97499636,1.40308216125033
"406",NA,"Maryland",1920,1464000,106773917,1.3711213760192
"407",NA,"Maryland",1930,1636000,123502578,1.32466870448648
"408",NA,"Maryland",1940,1839000,132450294,1.38844538918124
"409",NA,"Maryland",1950,2355000,151870000,1.55066833475999
"410",NA,"Maryland",1960,3113000,179972000,1.7297135109906
"411",NA,"Maryland",1970,3923897,203302031,1.93008253813264
"412",NA,"Maryland",1980,4216975,226545805,1.86142268226949
"413",NA,"Maryland",1990,4797431,249464396,1.92309246406449
"414",NA,"Maryland",2000,5171634,272690813,1.89651933745197
"415",NA,"Massachusetts",1913,3534000,97499636,3.62462891656334
"416",NA,"Massachusetts",1920,3882000,106773917,3.63571938641157
"417",NA,"Massachusetts",1930,4250000,123502578,3.44122371275521
"418",NA,"Massachusetts",1940,4318000,132450294,3.26009091380348
"419",NA,"Massachusetts",1950,4686000,151870000,3.08553368012116
"420",NA,"Massachusetts",1960,5160000,179972000,2.86711266196964
"421",NA,"Massachusetts",1970,5689170,203302031,2.79838325865028
"422",NA,"Massachusetts",1980,5737037,226545805,2.53239604238092
"423",NA,"Massachusetts",1990,6018664,249464396,2.41263446668357
"424",NA,"Massachusetts",2000,6175169,272690813,2.26453136871905
"425",NA,"Michigan",1913,3101000,97499636,3.18052469447168
"426",NA,"Michigan",1920,3723000,106773917,3.48680661401604
"427",NA,"Michigan",1930,4834000,123502578,3.91408833587263
"428",NA,"Michigan",1940,5315000,132450294,4.01282612479516
"429",NA,"Michigan",1950,6407000,151870000,4.21873971159544
"430",NA,"Michigan",1960,7834000,179972000,4.35289933989732
"431",NA,"Michigan",1970,8881826,203302031,4.36878370388735
"432",NA,"Michigan",1980,9262078,226545805,4.088390866474
"433",NA,"Michigan",1990,9310462,249464396,3.73218068361146
"434",NA,"Michigan",2000,9863775,272690813,3.61720106793623
"435",NA,"Minnesota",1913,2190000,97499636,2.24616223182618
"436",NA,"Minnesota",1920,2403000,106773917,2.25054963563807
"437",NA,"Minnesota",1930,2576000,123502578,2.08578641977822
"438",NA,"Minnesota",1940,2790000,132450294,2.1064505904381
"439",NA,"Minnesota",1950,2997000,151870000,1.97339830117864
"440",NA,"Minnesota",1960,3425000,179972000,1.90307381148179
"441",NA,"Minnesota",1970,3806103,203302031,1.87214214303644
"442",NA,"Minnesota",1980,4075970,226545805,1.79918140616199
"443",NA,"Minnesota",1990,4387283,249464396,1.75868102636979
"444",NA,"Minnesota",2000,4775508,272690813,1.75125371752073
"445",NA,"Mississippi",1913,1827000,97499636,1.87385314956458
"446",NA,"Mississippi",1920,1800000,106773917,1.68580497051541
"447",NA,"Mississippi",1930,2006000,123502578,1.62425759242046
"448",NA,"Mississippi",1940,2176000,132450294,1.64288046049939
"449",NA,"Mississippi",1950,2176000,151870000,1.4328043721604
"450",NA,"Mississippi",1960,2182000,179972000,1.2124108194608
"451",NA,"Mississippi",1970,2216994,203302031,1.09049279492933
"452",NA,"Mississippi",1980,2520638,226545805,1.11263945055173
"453",NA,"Mississippi",1990,2577426,249464396,1.03318390973917
"454",NA,"Mississippi",2000,2768619,272690813,1.0152960305267
"455",NA,"Missouri",1913,3409000,97499636,3.49642330972395
"456",NA,"Missouri",1920,3404000,106773917,3.18804451090803
"457",NA,"Missouri",1930,3646000,123502578,2.95216509569541
"458",NA,"Missouri",1940,3786000,132450294,2.85843080121815
"459",NA,"Missouri",1950,3964000,151870000,2.61012708237308
"460",NA,"Missouri",1960,4326000,179972000,2.40370724334897
"461",NA,"Missouri",1970,4677623,203302031,2.30082453037569
"462",NA,"Missouri",1980,4916686,226545805,2.17028340030397
"463",NA,"Missouri",1990,5126370,249464396,2.05495055895672
"464",NA,"Missouri",2000,5468338,272690813,2.00532534992295
"465",NA,"Montana",1913,433000,97499636,0.44410422209166
"466",NA,"Montana",1920,543000,106773917,0.508551166105482
"467",NA,"Montana",1930,539000,123502578,0.436428136747073
"468",NA,"Montana",1940,558000,132450294,0.42129011808762
"469",NA,"Montana",1950,593000,151870000,0.390465529729374
"470",NA,"Montana",1960,679000,179972000,0.377280910363834
"471",NA,"Montana",1970,694409,203302031,0.341565205514351
"472",NA,"Montana",1980,786690,226545805,0.347254278224221
"473",NA,"Montana",1990,799824,249464396,0.320616493906409
"474",NA,"Montana",2000,882779,272690813,0.323728911248653
"475",NA,"Nebraska",1913,1246000,97499636,1.27795348897508
"476",NA,"Nebraska",1920,1300000,106773917,1.21752581203891
"477",NA,"Nebraska",1930,1380000,123502578,1.11738558202404
"478",NA,"Nebraska",1940,1316000,132450294,0.993580278500552
"479",NA,"Nebraska",1950,1327000,151870000,0.873773622176862
"480",NA,"Nebraska",1960,1417000,179972000,0.787344698064143
"481",NA,"Nebraska",1970,1485333,203302031,0.730604112853157
"482",NA,"Nebraska",1980,1569825,226545805,0.692939337367117
"483",NA,"Nebraska",1990,1580664,249464396,0.633623084233631
"484",NA,"Nebraska",2000,1666028,272690813,0.610958609742382
"485",NA,"Nevada",1913,82000,97499636,0.0841028780866423
"486",NA,"Nevada",1920,78000,106773917,0.0730515487223345
"487",NA,"Nevada",1930,92000,123502578,0.0744923721349363
"488",NA,"Nevada",1940,113000,132450294,0.0853150239138012
"489",NA,"Nevada",1950,162000,151870000,0.106670178442089
"490",NA,"Nevada",1960,291000,179972000,0.161691818727358
"491",NA,"Nevada",1970,488738,203302031,0.240399959408177
"492",NA,"Nevada",1980,800493,226545805,0.353347085813397
"493",NA,"Nevada",1990,1218629,249464396,0.488498166287425
"494",NA,"Nevada",2000,1809253,272690813,0.663481464628586
"495",NA,"New.Hampshire",1913,439000,97499636,0.450258091219951
"496",NA,"New.Hampshire",1920,444000,106773917,0.415831892727135
"497",NA,"New.Hampshire",1930,466000,123502578,0.377320058857395
"498",NA,"New.Hampshire",1940,492000,132450294,0.371460104120267
"499",NA,"New.Hampshire",1950,532000,151870000,0.350299598340686
"500",NA,"New.Hampshire",1960,609000,179972000,0.338385971151068
"501",NA,"New.Hampshire",1970,737681,203302031,0.362849793664875
"502",NA,"New.Hampshire",1980,920610,226545805,0.406368151464998
"503",NA,"New.Hampshire",1990,1111831,249464396,0.445687247490019
"504",NA,"New.Hampshire",2000,1201134,272690813,0.440474685151934
"505",NA,"New.Jersey",1913,2729000,97499636,2.79898480851764
"506",NA,"New.Jersey",1920,3198000,106773917,2.99511349761571
"507",NA,"New.Jersey",1930,4068000,123502578,3.29385836787958
"508",NA,"New.Jersey",1940,4175000,132450294,3.15212588354088
"509",NA,"New.Jersey",1950,4872000,151870000,3.20800684796207
"510",NA,"New.Jersey",1960,6103000,179972000,3.39108305736448
"511",NA,"New.Jersey",1970,7171112,203302031,3.52731940980954
"512",NA,"New.Jersey",1980,7364823,226545805,3.25092005124527
"513",NA,"New.Jersey",1990,7757158,249464396,3.10952509631875
"514",NA,"New.Jersey",2000,8143412,272690813,2.98631696110716
"515",NA,"New.Mexico",1913,344000,97499636,0.352821830022012
"516",NA,"New.Mexico",1920,363000,106773917,0.339970669053941
"517",NA,"New.Mexico",1930,427000,123502578,0.345741770669759
"518",NA,"New.Mexico",1940,531000,132450294,0.400905112373703
"519",NA,"New.Mexico",1950,689000,151870000,0.453677487324686
"520",NA,"New.Mexico",1960,954000,179972000,0.530082457271131
"521",NA,"New.Mexico",1970,1017055,203302031,0.500267997814542
"522",NA,"New.Mexico",1980,1302894,226545805,0.575112834245596
"523",NA,"New.Mexico",1990,1519933,249464396,0.609278528066987
"524",NA,"New.Mexico",2000,1739844,272690813,0.63802809521126
"525",NA,"New.York",1913,9473000,97499636,9.71593370871661
"526",NA,"New.York",1920,10282000,106773917,9.62969261491081
"527",NA,"New.York",1930,12647000,123502578,10.2402720694624
"528",NA,"New.York",1940,13456000,132450294,10.159282847647
"529",NA,"New.York",1950,14865000,151870000,9.78797655889906
"530",NA,"New.York",1960,16838000,179972000,9.35589980663659
"531",NA,"New.York",1970,18241391,203302031,8.97255719004598
"532",NA,"New.York",1980,17558072,226545805,7.75034081959717
"533",NA,"New.York",1990,18002855,249464396,7.21660296565928
"534",NA,"New.York",2000,18196601,272690813,6.67297911499497
"535",NA,"North.Carolina",1913,2362000,97499636,2.42257314683718
"536",NA,"North.Carolina",1920,2588000,106773917,2.42381292427438
"537",NA,"North.Carolina",1930,3167000,123502578,2.56431894077547
"538",NA,"North.Carolina",1940,3574000,132450294,2.69837075635332
"539",NA,"North.Carolina",1950,4068000,151870000,2.67860670310134
"540",NA,"North.Carolina",1960,4573000,179972000,2.54095081457116
"541",NA,"North.Carolina",1970,5084411,203302031,2.50091500561546
"542",NA,"North.Carolina",1980,5881766,226545805,2.59628113617023
"543",NA,"North.Carolina",1990,6656987,249464396,2.66851186251043
"544",NA,"North.Carolina",2000,7650789,272690813,2.8056643771127
"545",NA,"North.Dakota",1913,609000,97499636,0.624617716521526
"546",NA,"North.Dakota",1920,646000,106773917,0.605016672751642
"547",NA,"North.Dakota",1930,682000,123502578,0.552215193435071
"548",NA,"North.Dakota",1940,640000,132450294,0.483200135440998
"549",NA,"North.Dakota",1950,619000,151870000,0.407585434911437
"550",NA,"North.Dakota",1960,634000,179972000,0.352277020869913
"551",NA,"North.Dakota",1970,617792,203302031,0.303878912060647
"552",NA,"North.Dakota",1980,652717,226545805,0.28811701015607
"553",NA,"North.Dakota",1990,637364,249464396,0.255492972231597
"554",NA,"North.Dakota",2000,633666,272690813,0.232375265242251
"555",NA,"Ohio",1913,4997000,97499636,5.1251473390116
"556",NA,"Ohio",1920,5799000,106773917,5.43110168001048
"557",NA,"Ohio",1930,6662000,123502578,5.39421938220593
"558",NA,"Ohio",1940,6929000,132450294,5.23139646636043
"559",NA,"Ohio",1950,7980000,151870000,5.25449397511029
"560",NA,"Ohio",1960,9734000,179972000,5.40861911852955
"561",NA,"Ohio",1970,10657423,203302031,5.24216258321591
"562",NA,"Ohio",1980,10797630,226545805,4.76620169594401
"563",NA,"Ohio",1990,10861837,249464396,4.35406301426677
"564",NA,"Ohio",2000,11256654,272690813,4.12799165331617
"565",NA,"Oklahoma",1913,1777000,97499636,1.82257090682882
"566",NA,"Oklahoma",1920,2055000,106773917,1.92462734133843
"567",NA,"Oklahoma",1930,2401000,123502578,1.94408897278241
"568",NA,"Oklahoma",1940,2325000,132450294,1.75537549203175
"569",NA,"Oklahoma",1950,2229000,151870000,1.46770264041615
"570",NA,"Oklahoma",1960,2336000,179972000,1.29797968572889
"571",NA,"Oklahoma",1970,2559463,203302031,1.25894610467517
"572",NA,"Oklahoma",1980,3025290,226545805,1.33539881702952
"573",NA,"Oklahoma",1990,3147105,249464396,1.26154475366497
"574",NA,"Oklahoma",2000,3358044,272690813,1.23144742687023
"575",NA,"Oregon",1913,722000,97499636,0.740515585104338
"576",NA,"Oregon",1920,788000,106773917,0.738007953758969
"577",NA,"Oregon",1930,956000,123502578,0.774072910445643
"578",NA,"Oregon",1940,1086000,132450294,0.819930229826443
"579",NA,"Oregon",1950,1532000,151870000,1.00875748995852
"580",NA,"Oregon",1960,1772000,179972000,0.984597604071744
"581",NA,"Oregon",1970,2091533,203302031,1.02878116352906
"582",NA,"Oregon",1980,2633105,226545805,1.16228371564859
"583",NA,"Oregon",1990,2858547,249464396,1.14587373823077
"584",NA,"Oregon",2000,3316154,272690813,1.21608570656174
"585",NA,"Pennsylvania",1913,8139000,97499636,8.3477234725266
"586",NA,"Pennsylvania",1920,8740000,106773917,8.18551969016928
"587",NA,"Pennsylvania",1930,9649000,123502578,7.81279237750001
"588",NA,"Pennsylvania",1940,9896000,132450294,7.47148209425643
"589",NA,"Pennsylvania",1950,10507000,151870000,6.91841706722855
"590",NA,"Pennsylvania",1960,11329000,179972000,6.29486809059187
"591",NA,"Pennsylvania",1970,11800766,203302031,5.80454899636492
"592",NA,"Pennsylvania",1980,11863895,226545805,5.23686368855958
"593",NA,"Pennsylvania",1990,11895604,249464396,4.7684576199002
"594",NA,"Pennsylvania",2000,11994016,272690813,4.39839386888329
"595",NA,"Rhode.Island",1913,578000,97499636,0.592822726025357
"596",NA,"Rhode.Island",1920,613000,106773917,0.574110248292193
"597",NA,"Rhode.Island",1930,686000,123502578,0.555453992223547
"598",NA,"Rhode.Island",1940,719000,132450294,0.542845152159496
"599",NA,"Rhode.Island",1950,786000,151870000,0.517547902811615
"600",NA,"Rhode.Island",1960,855000,179972000,0.475073900384504
"601",NA,"Rhode.Island",1970,949723,203302031,0.467148800889254
"602",NA,"Rhode.Island",1980,947154,226545805,0.418084987272221
"603",NA,"Rhode.Island",1990,1004649,249464396,0.402722398910985
"604",NA,"Rhode.Island",2000,990819,272690813,0.363348874536525
"605",NA,"South.Carolina",1913,1599000,97499636,1.64000612268952
"606",NA,"South.Carolina",1920,1685000,106773917,1.57810076406582
"607",NA,"South.Carolina",1930,1745000,123502578,1.41292597147243
"608",NA,"South.Carolina",1940,1902000,132450294,1.43601040251372
"609",NA,"South.Carolina",1950,2113000,151870000,1.39132152498848
"610",NA,"South.Carolina",1960,2392000,179972000,1.3290956370991
"611",NA,"South.Carolina",1970,2590713,203302031,1.27431732347032
"612",NA,"South.Carolina",1980,3121820,226545805,1.37800830167656
"613",NA,"South.Carolina",1990,3499064,249464396,1.40263061827869
"614",NA,"South.Carolina",2000,3885736,272690813,1.42496036344283
"615",NA,"South.Dakota",1913,584000,97499636,0.598976595153648
"616",NA,"South.Dakota",1920,640000,106773917,0.599397322849924
"617",NA,"South.Dakota",1930,693000,123502578,0.561121890103379
"618",NA,"South.Dakota",1940,641000,132450294,0.483955135652625
"619",NA,"South.Dakota",1950,655000,151870000,0.431289919009679
"620",NA,"South.Dakota",1960,683000,179972000,0.37950347831885
"621",NA,"South.Dakota",1970,666257,203302031,0.327717827865674
"622",NA,"South.Dakota",1980,690768,226545805,0.304913171974206
"623",NA,"South.Dakota",1990,696667,249464396,0.279265102022815
"624",NA,"South.Dakota",2000,733133,272690813,0.268851374908622
"625",NA,"Tennessee",1913,2257000,97499636,2.31488043709209
"626",NA,"Tennessee",1920,2329000,106773917,2.18124432018355
"627",NA,"Tennessee",1930,2619000,123502578,2.12060350675433
"628",NA,"Tennessee",1940,2935000,132450294,2.21592562112395
"629",NA,"Tennessee",1950,3315000,151870000,2.18278791071311
"630",NA,"Tennessee",1960,3575000,179972000,1.98642010979486
"631",NA,"Tennessee",1970,3926018,203302031,1.9311258134947
"632",NA,"Tennessee",1980,4591120,226545805,2.02657471410693
"633",NA,"Tennessee",1990,4890626,249464396,1.96045050051952
"634",NA,"Tennessee",2000,5483535,272690813,2.01089832828362
"635",NA,"Texas",1913,4207000,97499636,4.31488790378664
"636",NA,"Texas",1920,4723000,106773917,4.42336493096905
"637",NA,"Texas",1930,5844000,123502578,4.73188502996269
"638",NA,"Texas",1940,6425000,132450294,4.85087635970064
"639",NA,"Texas",1950,7776000,151870000,5.12016856522025
"640",NA,"Texas",1960,9624000,179972000,5.34749849976663
"641",NA,"Texas",1970,11198655,203302031,5.50838323892593
"642",NA,"Texas",1980,14229191,226545805,6.28093334149357
"643",NA,"Texas",1990,17044714,249464396,6.83252370811264
"644",NA,"Texas",2000,20044141,272690813,7.3505010232963
"645",NA,"Utah",1913,410000,97499636,0.420514390433211
"646",NA,"Utah",1920,453000,106773917,0.424260917579712
"647",NA,"Utah",1930,509000,123502578,0.412137145833506
"648",NA,"Utah",1940,552000,132450294,0.416760116817861
"649",NA,"Utah",1950,696000,151870000,0.45828669256601
"650",NA,"Utah",1960,900000,179972000,0.500077789878426
"651",NA,"Utah",1970,1059273,203302031,0.521034145497543
"652",NA,"Utah",1980,1461037,226545805,0.644919026419403
"653",NA,"Utah",1990,1729722,249464396,0.693374296186138
"654",NA,"Utah",2000,2129836,272690813,0.781044281092081
"655",NA,"Vermont",1913,361000,97499636,0.370257792552169
"656",NA,"Vermont",1920,353000,106773917,0.330605085884411
"657",NA,"Vermont",1930,360000,123502578,0.291491890962794
"658",NA,"Vermont",1940,363000,132450294,0.274065076820441
"659",NA,"Vermont",1950,379000,151870000,0.249555540923158
"660",NA,"Vermont",1960,389000,179972000,0.216144733625231
"661",NA,"Vermont",1970,444732,203302031,0.218754332070593
"662",NA,"Vermont",1980,511456,226545805,0.225762732618245
"663",NA,"Vermont",1990,564526,249464396,0.226295218496831
"664",NA,"Vermont",2000,593740,272690813,0.217733774551473
"665",NA,"Virginia",1913,2176000,97499636,2.23180320386017
"666",NA,"Virginia",1920,2347000,106773917,2.19810236988871
"667",NA,"Virginia",1930,2427000,123502578,1.96514116490751
"668",NA,"Virginia",1940,2720000,132450294,2.05360057562424
"669",NA,"Virginia",1950,3315000,151870000,2.18278791071311
"670",NA,"Virginia",1960,3986000,179972000,2.21478896717267
"671",NA,"Virginia",1970,4651448,203302031,2.28794959751287
"672",NA,"Virginia",1980,5346818,226545805,2.36014875667197
"673",NA,"Virginia",1990,6213526,249464396,2.49074661540078
"674",NA,"Virginia",2000,6872912,272690813,2.52040467531262
"675",NA,"Washington",1913,1209000,97499636,1.24000462935062
"676",NA,"Washington",1920,1373000,106773917,1.28589456917648
"677",NA,"Washington",1930,1568000,123502578,1.26960912508239
"678",NA,"Washington",1940,1740000,132450294,1.31370036823021
"679",NA,"Washington",1950,2387000,151870000,1.57173898729176
"680",NA,"Washington",1960,2855000,179972000,1.58635787789212
"681",NA,"Washington",1970,3413244,203302031,1.67890305040779
"682",NA,"Washington",1980,4132156,226545805,1.82398257164815
"683",NA,"Washington",1990,4900780,249464396,1.9645208208389
"684",NA,"Washington",2000,5756361,272690813,2.11094790347778
"685",NA,"West.Virginia",1913,1317000,97499636,1.35077427365985
"686",NA,"West.Virginia",1920,1470000,106773917,1.37674072592092
"687",NA,"West.Virginia",1930,1733000,123502578,1.40320957510701
"688",NA,"West.Virginia",1940,1907000,132450294,1.43978540357185
"689",NA,"West.Virginia",1950,2006000,151870000,1.32086653058537
"690",NA,"West.Virginia",1960,1853000,179972000,1.0296046051608
"691",NA,"West.Virginia",1970,1744237,203302031,0.857953553843247
"692",NA,"West.Virginia",1980,1949644,226545805,0.860595939968961
"693",NA,"West.Virginia",1990,1792481,249464396,0.718531794012
"694",NA,"West.Virginia",2000,1806928,272690813,0.662628850646318
"695",NA,"Wisconsin",1913,2438000,97499636,2.50052215579554
"696",NA,"Wisconsin",1920,2679000,106773917,2.5090397311171
"697",NA,"Wisconsin",1930,2950000,123502578,2.38861410650068
"698",NA,"Wisconsin",1940,3143000,132450294,2.37296566514228
"699",NA,"Wisconsin",1950,3438000,151870000,2.2637782313821
"700",NA,"Wisconsin",1960,3962000,179972000,2.20145355944258
"701",NA,"Wisconsin",1970,4417821,203302031,2.17303338204231
"702",NA,"Wisconsin",1980,4705767,226545805,2.07718125700893
"703",NA,"Wisconsin",1990,4902265,249464396,1.96511609616628
"704",NA,"Wisconsin",2000,5250446,272690813,1.92542093451458
"705",NA,"Wyoming",1913,157000,97499636,0.161026242190279
"706",NA,"Wyoming",1920,197000,106773917,0.184501988439742
"707",NA,"Wyoming",1930,226000,123502578,0.182992131548865
"708",NA,"Wyoming",1940,250000,132450294,0.18875005290664
"709",NA,"Wyoming",1950,290000,151870000,0.190952788569171
"710",NA,"Wyoming",1960,331000,179972000,0.18391749827751
"711",NA,"Wyoming",1970,332416,203302031,0.163508450144308
"712",NA,"Wyoming",1980,469557,226545805,0.207268018050478
"713",NA,"Wyoming",1990,453401,249464396,0.181749783644476
"714",NA,"Wyoming",2000,479602,272690813,0.175877578978064
